"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.656979167E0,-3.498867416E1,-2.647036743E1,-2.630706787E1,5.115612858E1
2.666926167E0,-3.514800644E1,-2.658450317E1,-2.635781860E1,5.135029471E1
2.676873167E0,-3.505937576E1,-2.655233765E1,-2.640548706E1,5.129752636E1
2.686821167E0,-3.515456772E1,-2.657237244E1,-2.646972656E1,5.140604082E1
2.696768167E0,-3.518207932E1,-2.650569153E1,-2.623019409E1,5.126746990E1
2.706715167E0,-3.519900894E1,-2.651107788E1,-2.619393921E1,5.126333907E1
2.716662167E0,-3.516550064E1,-2.665489197E1,-2.635354614E1,5.139654750E1
2.726609167E0,-3.514075851E1,-2.659687805E1,-2.650308228E1,5.142645429E1
2.736556167E0,-3.521155930E1,-2.659126282E1,-2.643215942E1,5.143547626E1
2.746503167E0,-3.528238297E1,-2.651913452E1,-2.649539185E1,5.147928547E1
2.756450167E0,-3.518879318E1,-2.637164307E1,-2.659890747E1,5.139276800E1
2.766397167E0,-3.514252090E1,-2.639053345E1,-2.656985474E1,5.135576123E1
2.776344167E0,-3.515433884E1,-2.644624329E1,-2.657150269E1,5.139334663E1
2.786291167E0,-3.509388351E1,-2.649548340E1,-2.649575806E1,5.133825567E1
2.796238167E0,-3.505224228E1,-2.656855774E1,-2.639355469E1,5.129490889E1
2.806185167E0,-3.509906387E1,-2.654168701E1,-2.644735718E1,5.134070642E1
2.816133167E0,-3.511693954E1,-2.670970154E1,-2.666766357E1,5.155358261E1
2.826080167E0,-3.507814407E1,-2.670260620E1,-2.649810791E1,5.143593192E1
2.836027167E0,-3.527500534E1,-2.671449280E1,-2.668164062E1,5.167107579E1
2.845974167E0,-3.524350357E1,-2.656697083E1,-2.650842285E1,5.148402631E1
2.855921167E0,-3.522711563E1,-2.665533447E1,-2.663522339E1,5.158383135E1
2.865868167E0,-3.509113693E1,-2.667500305E1,-2.674771118E1,5.155951641E1
2.875815167E0,-3.502069473E1,-2.664826965E1,-2.679248047E1,5.152102818E1
2.885762167E0,-3.506348038E1,-2.665060425E1,-2.677059937E1,5.153995880E1
2.895709167E0,-3.508767319E1,-2.673461914E1,-2.679718018E1,5.161369523E1
2.905656167E0,-3.499145126E1,-2.646676636E1,-2.657427979E1,5.129409059E1
2.915603167E0,-3.493910599E1,-2.633839417E1,-2.666793823E1,5.124091201E1
2.925550167E0,-3.469617844E1,-2.570288086E1,-2.632211304E1,5.056991712E1
2.935497167E0,-3.462091446E1,-2.561543274E1,-2.623294067E1,5.042742596E1
2.945445167E0,-3.468534470E1,-2.571160889E1,-2.627249146E1,5.054110976E1
2.955392167E0,-3.453493118E1,-2.551509094E1,-2.608508301E1,5.024055029E1
2.965339167E0,-3.449290085E1,-2.564335632E1,-2.615365601E1,5.031257949E1
